,No,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,S-anim,S-Numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-Numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
 naluu̯ ta wiste,695,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 kȯlkann tuꞩtite,696,1,AP,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 -akwate ı̯ot wos χaı̯tı̮ɣti!,697,0,A,V,NoPtcl,fut,opt,none,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 tuꞩtəste,698,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" kātaɣe χot wis,",699,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,du,possnp,ref,sp,uniq,w_brdg
" ı̯ola raɣχatɒs,",700,0,A,V,NoPtcl,pst,ind,none,pfv,I,sg,zero,act,sp,uniq,strg,,,,,,,
 nas χo̬platɒs,701,0,A,V,NoPtcl,pst,ind,none,pfv,I,sg,zero,top,sp,uniq,strg,,,,,,,
 χumit χuntleɣt nas ı̯iu̯ ꞩak sup,702,0,A,AV,NoPtcl,npst,ind,none,npfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,
" nɔŋχ l'umətɒs,",703,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" tuu̯ ta lakwəs,",704,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 noŋχ almaı̯aste,705,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" -e, sorum ta patum",706,0,A,V,ta,pst,evid,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 at ta lilti,707,0,A,V,ta,npst,ind,neg,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 χotal' ēt'i totipilŭm,708,1,AP,V,NoPtcl,fut,ind,quest,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
 sɔ̄χripn pi nilum,709,1,AP,V,NoPtcl,fut,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
 χɔlitan wɔ̯̄rn uꞩ totilŭm,710,1,AP,V,NoPtcl,fut,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
" χumit ńɔ̄χsət nuı̯ɣalasət,",711,1,A,APV,NoPtcl,pst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 tuu̯l MPN l'ul'mətɒs,712,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 pūt tan tawārs,713,1,A,PAV,ta,pst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,I,sg,zero,ref,sp,nuniq,nfam
" pūte naluu̯ = tāɣataste,",714,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
 nɔ̄χs ńōwəl' ta pētlı̮ɣtaste,715,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,act,sp,uniq,strg
 ta paı̯ taχti,716,0,A,V,ta,npst,ind,none,npfv,I,sg,zero,act,sp,uniq,strg,,,,,,,
 paltiı̮ɣtaste,717,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,If,sg,zero,act,sp,uniq,strg
" paı̯taχtas,",718,0,A,V,NoPtcl,pst,ind,none,npfv,I,sg,zero,top,sp,uniq,strg,,,,,,,
" pūte astsi,",719,0,A,AV,NoPtcl,npst,ind,none,pfv,I,sg,dpossnp,top,sp,uniq,strg,,,,,,,
 pāı̮ɣ ūnttı̮ɣpaste,720,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 χūrŭm āni wis,721,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 χūrŭm āni ńɔ̄wlil ta χunsane,722,1,AP,PxV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,act,sp,uniq,strg
 ném χuńt akw ānil at teɣət,723,X,A,V,NoPtcl,npst,ind,neg,npfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 χūrŭm āni ꞩirəl ta ɔ̄leɣt,724,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 MPN SϽ piɣriꞩēn ı̯ot tēɣt,725,X,A,AxV,NoPtcl,npst,ind,none,npfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,
 tēmanəl astəsət,726,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 ı̯ol ta χuı̯asət,727,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 χolitanı̮ɣ ı̯ēmtəs,728,0,A,V,NoPtcl,pst,ind,none,pfv,,,,,,,,,,,,,,
 MPN tuu̯ ul'a tuꞩ təs,729,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,If,sg,barenp,act,sp,uniq,strg
" ul'a numən tēne sis SϽ sȯmı̯aχn ı̯alɒs,",730,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg,,,,,,,
 nɔ̄wəl' totəs,731,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,ref,sp,nuniq,nfam
 MPN sāɣrapəl sāɣrlataste,732,1,AP,AxV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg,I,mass,zero,ref,sp,nuniq,nfam
" ul'a ı̯ol patɒs,",733,0,A,AV,NoPtcl,pst,ind,none,pfv,If,sg,barenp,top,sp,uniq,strg,,,,,,,
 pūte ta tāɣmatɒs,734,1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,fam,sp,uniq,strg
 minasət,735,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 tan minasət,736,0,A,AV,NoPtcl,pst,ind,none,pfv,H,pl,pron,top,sp,uniq,strg,,,,,,,
 ta χɔ̄tɒlɒs,737,0,A,V,ta,pst,ind,none,pfv,,,,,,,,,,,,,,
 JPN lāwi mań ēse nupəl,738,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" -ı̮a, mol'ɒχ, pı̮ɣriꞩən aleln!",739,1,AP,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
" - am χuml'e alilum,",740,1,AP,AxV,NoPtcl,fut,ind,quest,pfv,1,sg,pron,act,sp,uniq,sap,H,sg,zero,top,sp,uniq,strg
" āꞩe ı̯oχti,",741,0,A,AV,NoPtcl,fut,ind,none,pfv,H,sg,possnp,fam,sp,uniq,sap,,,,,,,
" toχ kismaıte,",742,1,AP,V,NoPtcl,fut,ind,none,pfv,H,sg,zero,,,,,H,sg,zero,act,sp,uniq,strg
 tuu̯l am χuml'e lāweɣŭm,743,0,A,AxV,NoPtcl,fut,ind,quest,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
" lāwew,",744,0,A,V,NoPtcl,fut,ind,none,pfv,1,pl,zero,act,sp,uniq,sap,,,,,,,
" aɣməl ı̯ēmtəs,",745,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 sorum pats,746,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" mol χotal mēn alasamēn,",747,X,A,AV,NoPtcl,pst,ind,none,pfv,1,du,pron,act,sp,uniq,sap,,,,,,,
 tēn nēm χotum at lāweı̮ɣ,748,0,A,APV,NoPtcl,npst,ind,neg,pfv,H,du,pron,act,sp,uniq,strg,,,,,,,
 mol'aχ,749,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 mol'aχ aleln,750,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
" wası̮ɣ χum wārχati,",751,0,A,V,NoPtcl,fut,ind,quest,npfv,U,abst,zero,act,sp,uniq,strg,,,,,,,
 ta alaste,752,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
" put taɣmatəs,",753,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 ta pētlı̮ɣtaste,754,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 ta paı̯taχti,755,0,A,V,ta,npst,ind,none,npfv,I,sg,zero,top,sp,uniq,strg,,,,,,,
" takwi kon kwalɒs,",756,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,,,,,,,
 matər ta sāɣri,757,1,A,PV,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,U,abst,indefp,ref,nonsp,nuniq,nfam
 sāɣrəs,758,X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" ı̯uu̯ ꞩaltəs,",759,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ı̯iu̯ sup ı̯uu̯ ti tūləs,760,1,A,PV,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 ań pı̮ɣrise masuntane ı̯uu̯ supən tuu̯ mastəsane,761,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,ref,sp,nuniq,nfam
 ta til ta lāplite,762,1,AP,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" mastəste,",763,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 tuu̯l pāl ou̯lēn tuu̯ ta ꞩēltumtaste,764,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" takwi pūte paɣ ālmaı̯as,",765,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
 paɣ ūnttəɣpaste,766,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" ńila āni wis,",767,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 ta χūnlı̮ɣtaste,768,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" - ań taχ āni totilum, MN palt",769,1,AP,PV,NoPtcl,fut,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,barenp,act,sp,uniq,strg
" - naŋ kon wȯweln,",770,1,AP,AV,NoPtcl,fut,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
 wos wı̮ɣte,771,1,AP,V,NoPtcl,fut,opt,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 ta porat taχ puwèln,772,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
 am ı̯oχtı̮ɣpeɣum,773,0,A,AV,NoPtcl,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 kātna ke pati,774,0,A,V,NoPtcl,fut,irr,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 ta minas,775,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 -MN ɔ̄leɣən?,776,0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 - ɔ̄liɣum,777,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 – kon kwallen,778,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 manrı̮ɣ,779,,,,NoPtcl,,,quest,,,,,,,,,,,,,,,
" am pı̮ɣriꞩŭm alapaslum,",780,1,AP,APV,NoPtcl,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
" paı̯te slum,",781,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,H,sg,zero,top,sp,uniq,strg
 ńɔ̄wəl' āni sup naŋən totəslum,782,1,AP,PxV,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,I,sg,barenp,ref,sp,nuniq,nfam
 ań wȯı̯eln,783,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 -tı̮ɣ maı̯eln!,784,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 -naŋ kon kwalen!,785,0,A,AV,NoPtcl,fut,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
 - āti am at kwaleɣum,786,0,A,AV,NoPtcl,fut,ind,neg,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
" naŋ tı̮ɣ toteln,",787,1,AP,AV,NoPtcl,fut,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 am wı̮ɣlum,788,1,AP,AV,NoPtcl,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 āwi χall wārəste,789,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 PN l'apan at mini,790,0,A,AxV,NoPtcl,npst,ind,neg,npfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" kona wowite,",791,1,AP,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
 kāte kon wos neı̮ɣli,792,0,A,AV,NoPtcl,fut,opt,none,pfv,I,sg,possnp,ref,sp,uniq,w_brdg,,,,,,,
 kona ke neı̮ɣli,793,0,A,V,NoPtcl,fut,irr,none,pfv,I,sg,zero,act,sp,uniq,strg,,,,,,,
 puu̯nūw te,794,1,AP,V,NoPtcl,fut,irr,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" āt’i, M N kāte kon at neı̮ɣltite",795,1,AP,APV,NoPtcl,npst,ind,neg,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
 ań āni winete porat kos puwəste,796,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 kate χot ńartumtaste,797,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,top,sp,uniq,strg
 āwite lap pantupaste,798,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
" ań āni wis,",799,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 mol χotal āniı̯aɣe palt tuu̯ ūnttı̮ɣ paste,800,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 ań MPN kȯlēn ı̯uu̯ ta minas,801,0,A,AxV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 -ı̯a manurəl at puwəslən?,802,1,AP,V,NoPtcl,pst,ind,quest/neg,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
 - mat pȯsum kāte l'apan at mı̮ɣte!,803,1,AP,PxV,NoPtcl,npst,ind,neg,npfv,H,sg,zero,act,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
" ı̯a ta JPN lāwi,",804,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 tēɣuw,805,X,A,V,NoPtcl,fut,hort,none,npfv,1,pl,zero,act,sp,uniq,sap,,,,,,,
 tı̮ɣəl χumit ti ı̯oχteɣt!,806,0,A,AV,ti,fut,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,
" āniı̯anəl ūnttəlmatəst,",807,1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
 ta taı̯apa sanəl,808,1,AP,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 ismite pusən aı̯alasanəl,809,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,mass,possnp,ref,sp,nuniq,w_brdg
 astapasət,810,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 pūte witəl,811,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 ētimɒs,812,0,A,V,NoPtcl,pst,ind,none,pfv,,,,,,,,,,,,,,
 χumit ı̯oχtnènəl suiti,813,0,A,AV,NoPtcl,npst,ind,none,npfv,I,abst,possnp,ref,sp,nuniq,nfam,,,,,,,
" ı̯uu̯ ꞩaltsət,",814,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
" pı̮ɣriꞩ ātim, nēmatər atim",815,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
 tan muli pāln ı̯ola ūntsət,816,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,pl,pron,act,sp,uniq,strg,,,,,,,
 - ań pı̮ɣriꞩum aɣməl ı̯ēmtəs,817,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,sap,,,,,,,
 pālen χuı̯ūptaslum,818,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,H,sg,zero,top,sp,uniq,strg
 ı̯ol= ȯı̯wes,819,0,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,H,sg,zero,top,sp,uniq,strg
 ta χuı̯i,820,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" ań āꞩe ı̯oχtəs,",821,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
" nɔ̄ŋχ kuriitilum,",822,1,AP,V,NoPtcl,fut,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
 wos saı̯kali,823,0,A,V,NoPtcl,fut,opt,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" pālènəl naluw ti almaı̯aste,",824,1,AP,V,ti,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 kol kann tuu̯ ti tuꞩtı̮ɣpaste,825,1,AP,V,ti,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" tau̯ kātaɣe χot wis,",826,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,du,possnp,ref,sp,uniq,w_brdg
" ı̯ol ta raɣχats,",827,0,A,V,ta,pst,ind,none,pfv,I,sg,zero,act,sp,uniq,strg,,,,,,,
" - eɣe, pı̮ɣriꞩum saı̯te ta χolas!",828,0,A,AV,ta,pst,ind,none,pfv,I,abst,possnp,act,sp,uniq,strg,,,,,,,
 nɔ̄ŋχ almaı̯aste,829,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" ań JPN, tuu̯ l’ul’mətɒs,",830,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 pūt ta tāɣmatɒs,831,1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 tuwəl ńɔ̄χəs ńɔ̄wəl ta pētlı̮ɣtɒs,832,1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,ref,sp,nuniq,nfam
 ań put ta paı̯taχti,833,0,A,AV,ta,npst,ind,none,npfv,I,sg,barenp,act,sp,uniq,strg,,,,,,,
 χɔ̄t ēlmχolas taŋki ta tēɣət,834,X,A,AV,ta,npst,ind,none,npfv,H,pl,pron,act,sp,uniq,strg,,,,,,,
" wası̮ɣ pı̮ɣriꞩ āt'im, nēmatər atim",835,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
" tēmanəl ȧstəsət,",836,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 ı̯ol ta χuı̯asət,837,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 χolitan alpəl KPN tuu ul'a tuꞩtı̮ɣpɒs,838,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,If,sg,barenp,act,sp,uniq,strg
 ϽϽ,839,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 ta tȯı̯uwlasət,840,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 tan minasət,841,0,A,AV,NoPtcl,pst,ind,none,pfv,H,pl,pron,top,sp,uniq,strg,,,,,,,
 ti χɔ̄tɒlɒs,842,0,A,V,ti,pst,ind,none,pfv,,,,,,,,,,,,,,
 JPN lāwi,843,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" -sar am, lāwi MN palt ı̯alèɣŭm",844,0,A,AxV,NoPtcl,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 pı̮ɣriꞩe wos alite,845,1,AP,PV,NoPtcl,fut,opt,none,pfv,H,sg,zero,act,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg
" ta kwalapas,",846,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 ta minas,847,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 - MN ɔ̄leɣən?,848,0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 - ɔ̄leɣŭm,849,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 χuml'e,850,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 -naŋ pı̮ɣriꞩən ti χɔ̄tɒl alapeln,851,1,AP,APxV,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
 maχum wɔ̯̄rt ı̯alne-sis,852,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 - naŋ ı̯uu̯ minen,853,0,A,AV,NoPtcl,fut,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
 pūt sis ı̯un ɔ̄len,854,0,A,V,NoPtcl,fut,imp,none,npfv,2,sg,zero,top,sp,uniq,sap,,,,,,,
 tuwl ı̯oχten,855,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,,,,,,,
 - naŋ naŋki toten man paltuw,856,X,A,AV,NoPtcl,fut,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
" - ati, am at mineɣum nan paltɒn",857,0,A,AV,NoPtcl,fut,ind,neg,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 naŋ ta naŋ ı̯oχten,858,0,A,AV,ta,fut,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
" - man manki ı̯oχtew,",859,0,A,AV,NoPtcl,fut,ind,none,pfv,1,pl,pron,act,sp,uniq,sap,,,,,,,
 JPN lāwi,860,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" an put sis kèm ɔ̄lsət,",861,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 ań JPN tuu ta taχas,862,0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 - MN ɔ̄leɣən,863,0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 -ɔ̄leɣŭm,864,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 -pūtən āstəs?,865,0,A,AV,NoPtcl,pst,ind,quest,pfv,I,sg,possnp,act,sp,uniq,strg,,,,,,,
" - āstəs,",866,0,A,V,NoPtcl,pst,ind,none,pfv,I,sg,zero,top,sp,uniq,strg,,,,,,,
 ań mū̬nt āstəs,867,0,A,V,NoPtcl,pst,ind,none,pfv,I,sg,zero,top,sp,uniq,strg,,,,,,,
 ań mū̬nt tāɣəl urχateɣŭm,868,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 -tı̮ɣ maı̯en,869,X,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 - naŋ l'apan ı̯aı̯en,870,0,A,AxV,NoPtcl,fut,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
 āni wȯı̯eln,871,1,AP,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,barenp,ref,sp,nuniq,nfam
 āwi mań χall āni tūp lāpi,872,0,A,AxV,NoPtcl,npst,ind,none,npfv,I,sg,barenp,act,sp,uniq,strg,,,,,,,
 mań χall wārəste,873,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 -wȯı̯eln ani,874,1,AP,VP,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,barenp,act,sp,uniq,strg
 -ı̯anɣı̮ɣ punsəln!,875,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
" - āt'i, am at punsilum",876,1,AP,AV,NoPtcl,fut,ind,neg,pfv,1,sg,pron,act,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
