,No,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,S-anim,S-Numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-Numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
 torum kon ti nejlas,667,0,A,AV,ti,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" Teham, torum lavi, ",668,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg,,,,,,,
" tuv hot jola hujasьn, ",669,0,A,V,NoPtcl,pst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 kvalen jomasьntьl noŋh,670,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,,,,,,,
 noŋh ta kvalas,671,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" Hot olum elmholas luv, ",672,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 nas ati luve kat nak pasьl sul kivьrt l̩uli,673,0,A,AxV,NoPtcl,npst,ind,none,nfpv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
 Luv neɧne aŋkvalas kotle pasьl luvtene sulьl sosime,674,X,P,V,NoPtcl,pst,evid,none,pfv,,,,,,,,,,,,,,
 Tan an̩ munt nomsi,675,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 elmholas luv,676,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 nas ati samaɧe toh ta sunseьɧ,677,0,A,AxV,ta,npst,ind,none,npfv,I,du,possnp,ref,sp,uniq,nfam,,,,,,,
" Luv neɧne aŋkval pohanьl noŋhal̩, hosit sorniŋ haŋhьltap noŋhal ta haŋhьs",678,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" noŋh johtьs, ",679,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 aꞩe lavi: ,680,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,
" manьr ti palit jalasasьn,",681,0,A,V,NoPtcl,pst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 minen mol̩ah as tal̩ahna,682,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 Ta minas,683,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 Sat lomtpas kasre paul palten,684,1,A,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,barenp,fam,sp,uniq,strg
" nortaste, ",685,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 sotьr loptap sorniŋ hole asьɧ tovipna tuꞩtaste,686,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,fam,sp,uniq,strg
 kit as akvan pateьɧ,687,0,A,AV,NoPtcl,npst,ind,none,npfv,I,du,barenp,ref,sp,nuniq,nfam,,,,,,,
" as tal̩hen juv minas, ",688,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" an ta oli, ",689,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 an̩ ta ꞩunite,690,1,AP,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
